timestamp,valor,label
15.528846263885498,0.0,1
15.528846263885498,0.0,1
15.529877662658691,0.0,1
15.529877662658691,0.0,1
15.530543088912964,0.0,1
15.531569957733154,0.0,1
15.53255820274353,0.0,1
15.53354525566101,0.0,1
15.5345778465271,0.0,1
15.535574197769165,0.0,1
15.536580085754395,0.0,1
15.537576913833618,0.0,1
15.538541316986084,0.0,1
15.538951635360718,0.0,1
15.539973020553589,0.0,1
15.54096794128418,0.0,1
15.541972398757935,0.0,1
15.542972564697266,0.0,1
15.543977737426758,0.0,1
15.545981407165527,0.0,1
15.547008752822876,0.0,1
15.547008752822876,0.0,1
15.549040794372559,0.0,1
15.549040794372559,0.0,1
15.551032066345215,0.0,1
15.552108526229858,0.0,1
15.552108526229858,0.0,1
15.553674697875977,0.0,1
15.559698820114136,0.0,1
15.559698820114136,0.0,1
15.561062812805176,0.0,1
15.561062812805176,0.0,1
15.561062812805176,0.0,1
15.562092065811157,0.0,1
15.562092065811157,0.0,1
15.562092065811157,0.0,1
15.56309199333191,0.0,1
15.563610076904297,0.0,1
15.564616918563843,0.0,1
15.568143606185913,0.0,1
15.568143606185913,0.0,1
15.568143606185913,0.0,1
15.568143606185913,0.0,1
15.56928277015686,0.0,1
15.57046103477478,0.0,1
15.571459531784058,0.0,1
15.572458982467651,0.0,1
15.573457956314087,0.0,1
15.574461460113525,0.0,1
15.57546854019165,0.0,1
15.576727867126465,0.0,1
15.577787637710571,0.0,1
15.578800439834595,0.0,1
15.579764604568481,0.0,1
15.580768823623657,0.0,1
15.58176589012146,0.0,1
15.582767724990845,0.0,1
15.582767724990845,0.0,1
15.584760665893555,0.0,1
15.584760665893555,0.0,1
15.585784196853638,0.0,1
15.5867600440979,0.0,1
15.587765216827393,0.0,1
15.588759422302246,0.0,1
15.590790033340454,0.0,1
15.590790033340454,0.0,1
15.591797113418579,0.0,1
15.593856811523438,0.0,1
15.594844341278076,0.0,1
15.595813751220703,0.0,1
15.596834897994995,0.0,1
15.596834897994995,0.0,1
15.59922456741333,0.0,1
15.59922456741333,0.0,1
15.601429224014282,0.0,1
15.604448795318604,0.0,1
15.605422496795654,0.0,1
15.605422496795654,0.0,1
15.605422496795654,0.0,1
15.60642671585083,0.0,1
15.60642671585083,0.0,1
15.607450008392334,0.0,1
15.60843563079834,0.0,1
15.613980054855347,0.0,1
15.613980054855347,0.0,1
15.613980054855347,0.0,1
15.613980054855347,0.0,1
15.613980054855347,0.0,1
15.613980054855347,0.0,1
15.615318775177002,0.0,1
15.616817235946655,0.0,1
15.61778998374939,0.0,1
15.618790864944458,0.0,1
15.61954402923584,0.0,1
15.620534658432007,0.0,1
15.621534824371338,0.0,1
15.622576475143433,0.0,1
15.62357497215271,0.0,1
15.624575853347778,0.0,1
15.624575853347778,0.0,1
15.626816749572754,0.0,1
15.627998352050781,0.0,1
15.627998352050781,0.0,1
15.63004183769226,0.0,1
15.63004183769226,0.0,1
15.631082534790039,0.0,1
15.63279914855957,0.0,1
15.63381552696228,0.0,1
15.63381552696228,0.0,1
15.635812044143677,0.0,1
15.636821508407593,0.0,1
15.636821508407593,0.0,1
15.638619422912598,0.0,1
15.639536619186401,0.0,1
15.639536619186401,0.0,1
15.640784740447998,0.0,1
15.6418297290802,0.0,1
15.642828941345215,0.0,1
15.645118713378906,0.0,1
15.646090984344482,0.0,1
15.647084712982178,0.0,1
15.654736757278442,0.0,1
15.655733585357666,0.0,1
15.65669322013855,0.0,1
15.65669322013855,0.0,1
15.65669322013855,0.0,1
15.657689332962036,0.0,1
15.657689332962036,0.0,1
15.658913850784302,0.0,1
15.658913850784302,0.0,1
15.658913850784302,0.0,1
15.661046266555786,0.0,1
15.661046266555786,0.0,1
15.663150310516357,0.0,1
15.663150310516357,0.0,1
15.663660287857056,0.0,1
15.663660287857056,0.0,1
15.664674997329712,0.0,1
15.664674997329712,0.0,1
15.668673992156982,0.0,1
15.668673992156982,0.0,1
15.668673992156982,0.0,1
15.668673992156982,0.0,1
15.669677495956421,0.0,1
15.670679807662964,0.0,1
15.671543598175049,0.0,1
15.672118663787842,0.0,1
15.673583269119263,0.0,1
15.674574375152588,0.0,1
15.674574375152588,0.0,1
15.67702603340149,0.0,1
15.678070306777954,0.0,1
15.678070306777954,0.0,1
15.681041240692139,0.0,1
15.681041240692139,0.0,1
15.681525945663452,0.0,1
15.682571411132812,0.0,1
15.683077096939087,0.0,1
15.684086561203003,0.0,1
15.685135841369629,0.0,1
15.687115907669067,0.0,1
15.687115907669067,0.0,1
15.688119649887085,0.0,1
15.689085483551025,0.0,1
15.690132141113281,0.0,1
15.691128492355347,0.0,1
15.692086219787598,0.0,1
15.701459646224976,0.0,1
15.702486038208008,0.0,1
15.703446865081787,0.0,1
15.704473733901978,0.0,1
15.704473733901978,0.0,1
15.705582618713379,0.0,1
15.705582618713379,0.0,1
15.706663131713867,0.0,1
15.708809852600098,0.0,1
15.708809852600098,0.0,1
15.710171222686768,0.0,1
15.710171222686768,0.0,1
15.711218118667603,0.0,1
15.711218118667603,0.0,1
15.71332049369812,0.0,1
15.714306831359863,0.0,1
15.7222740650177,0.0,1
15.72327446937561,0.0,1
15.727751731872559,0.0,1
15.728744745254517,0.0,1
15.73274564743042,0.0,1
15.735760927200317,0.0,1
15.735760927200317,0.0,1
15.735760927200317,0.0,1
15.735760927200317,0.0,1
15.735760927200317,0.0,1
15.735760927200317,0.0,1
15.735760927200317,0.0,1
15.736741542816162,0.0,1
15.736741542816162,0.0,1
15.736741542816162,0.0,1
15.736741542816162,0.0,1
15.736741542816162,0.0,1
15.736741542816162,0.0,1
15.736741542816162,0.0,1
15.736741542816162,0.0,1
15.736741542816162,0.0,1
15.737741231918335,1e-05,1
15.737741231918335,1e-05,1
15.737741231918335,0.0,1
15.737741231918335,0.0,1
15.737741231918335,0.0,1
15.737741231918335,0.0,1
15.737741231918335,0.0,1
15.737741231918335,0.0,1
15.737741231918335,0.0,1
15.73975396156311,0.0,1
15.74074935913086,0.0,1
15.742756128311157,0.0,1
15.743743896484375,0.0,1
15.743743896484375,0.0,1
15.743743896484375,0.0,1
15.745741844177246,0.0,1
15.746747732162476,0.0,1
15.747746467590332,0.0,1
15.748761177062988,0.0,1
15.748761177062988,0.0,1
15.757259368896484,0.0,1
15.758289813995361,0.0,1
15.758289813995361,0.0,1
15.759257555007935,0.0,1
15.760262250900269,0.0,1
15.760262250900269,0.0,1
15.760262250900269,0.0,1
15.76165771484375,0.0,1
15.76165771484375,0.0,1
